Rank,Game,Month,Year,YearTop1,Hours_watched,Hours_streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio
138.0,2039,9.0,2021.0,0,1185959.0,65172.0,10531.0,358.0,4864.0,1649.0,90.0,18.2
139.0,1282,9.0,2021.0,0,1185324.0,38917.0,8509.0,162.0,5115.0,1648.0,54.0,30.46
140.0,1207,9.0,2021.0,0,1116633.0,20399.0,47026.0,170.0,8276.0,1553.0,54.2,54.74
141.0,1746,9.0,2021.0,0,1094339.0,56803.0,7996.0,150.0,5702.0,1522.0,79.0,19.27
142.0,725,9.0,2021.0,1,1079580.0,50801.0,16929.4,2652.0,11601.0,1501.0,70.0,21.25
143.0,461,9.0,2020.4,0,1077237.0,78388.0,21606.0,430.0,7821.0,1382.8,109.0,13.74
144.0,4,9.0,2021.0,0,962091.4,114887.0,9869.0,287.0,9019.0,1490.0,159.0,9.33
145.0,990,9.0,2021.0,0,1068448.0,27590.0,37002.0,123.0,6052.0,1486.0,38.0,38.73
99.0,216,9.0,2021.0,0,1044797.0,77695.0,10177.0,610.0,15342.0,1453.0,240.0,6.03
147.0,1468,9.0,2021.0,1,1004783.0,54380.0,18223.0,149.0,6097.0,1397.0,75.0,18.48
148.0,1393,9.0,2021.0,0,998741.0,123311.0,37370.0,856.0,16710.0,1389.0,171.0,8.1
149.0,1876,9.0,2021.0,0,620193.8,27891.0,17275.0,159.0,5148.6,1371.0,38.0,35.35
150.0,385,9.0,2021.0,0,978554.0,32680.0,37152.0,151.0,5182.0,1360.0,45.0,29.94
118.8,1393,9.0,2019.6,0,963505.0,17534.0,101775.0,87.0,6728.0,1340.0,24.0,54.95
152.0,879,9.0,2021.0,0,962901.0,37111.6,7348.0,204.4,1568.0,1339.0,35.0,38.16
153.0,500,9.0,2021.4,0,962200.0,89095.0,8249.0,401.0,19754.0,1338.0,148.0,20.601999999999997
154.0,1838,9.0,2021.0,0,960217.0,27487.0,29808.0,136.0,3749.0,1335.0,38.0,34.93
121.8,2025,9.0,2021.0,0,942312.0,24351.0,16281.0,109.0,2399.0,1310.0,33.0,38.02
156.0,425,9.0,2021.0,0,935691.0,39507.0,7384.0,116.0,4452.6,1301.0,54.0,23.68
157.0,1952,9.0,2021.0,0,927505.0,10497.0,56167.0,208.0,8003.4,1289.0,14.0,88.36
158.0,1272,9.0,2021.0,0,541400.4,28759.0,7671.0,140.0,2542.0,1026.6,39.0,32.12
119.6,665,9.0,2020.2,0,920005.0,143643.2,57020.2,275.0,10031.0,1279.0,114.0,9.81
160.0,1432,9.0,2021.0,0,910659.0,39867.0,9628.0,101.0,2686.0,1266.0,55.0,22.84
161.0,1262,9.0,2021.0,0,308853.0,6834.0,19237.0,54.0,699.0,1261.0,14.2,132.76
162.0,1610,9.0,2021.0,0,904985.0,17528.0,29140.0,59.0,1072.0,1258.0,24.0,51.63
163.0,127,9.0,2021.0,0,897678.0,129779.0,24801.0,407.0,17695.0,1248.0,180.0,6.92
164.0,1571,9.0,2021.0,0,894195.0,19281.0,19820.0,93.0,2424.0,757.4,26.0,46.38
165.0,187,9.0,2021.0,0,892542.0,69501.0,34093.0,272.0,9366.0,1241.0,96.0,12.84
166.0,936,9.0,2020.2,0,883013.0,61962.0,13253.0,177.8,9224.2,1228.0,86.0,14.25
121.4,1393,9.0,2019.8,0,879981.0,25632.0,57105.0,343.0,2878.0,1223.0,35.0,34.33
168.0,622,9.0,2018.8,1,878250.0,8115.0,29538.0,54.0,674.0,1221.0,28.4,108.23
169.0,1518,5.8,2018.4,0,872116.0,54317.0,21286.0,153.0,4235.0,1212.0,75.0,16.06
170.0,1597,9.0,2021.0,0,870744.0,36053.2,4094.0,162.0,1764.0,982.4,57.0,21.08
171.0,1714,9.0,2021.0,0,870699.0,85618.0,18102.0,210.0,9121.0,1210.0,119.0,10.17
172.0,913,9.0,2021.0,0,869145.0,47752.0,4403.0,177.0,1958.0,1208.0,66.0,18.2
141.6,974,9.0,2021.0,0,616485.4,73434.0,10912.0,180.0,6398.0,1208.0,102.0,19.372
174.0,1632,9.0,2021.0,0,856534.0,16183.0,7226.0,63.0,2012.0,1191.0,27.0,43.62
175.0,1505,7.6,2021.0,1,850634.0,18420.0,26250.0,56.0,2754.0,1183.0,25.0,46.18
176.0,2002,9.0,2021.0,0,848096.0,13369.0,16161.0,45.0,1074.0,1179.0,31.0,63.44
177.0,1988,9.0,2021.0,0,818846.0,13458.6,17745.8,103.0,1880.0,1138.0,17.0,35.926
178.0,1078,9.0,2021.0,0,816891.0,88592.0,5445.0,204.0,8535.0,1136.0,123.0,9.22
179.0,1413,9.0,2021.0,0,815533.0,29389.0,20800.0,93.0,3066.0,839.6,39.2,53.31
136.6,1190,9.0,2021.0,0,811907.0,12328.0,32318.0,243.0,1807.0,823.0,17.0,65.86
181.0,1361,9.0,2021.0,0,603284.4,25246.0,16452.0,72.0,3030.0,1125.0,35.0,32.06
182.0,15,9.0,2021.0,0,807420.0,8907.0,2654.0,24.0,381.0,916.6,28.4,90.65
183.0,1645,9.0,2020.0,0,806946.0,19880.0,43296.0,85.0,2192.0,1122.0,27.0,40.59
184.0,1823,9.0,2021.0,1,803891.0,39126.0,23006.0,79.0,2152.0,1118.0,20.0,53.51
185.0,730,9.0,2021.0,0,802745.0,108974.0,8919.0,382.0,13421.0,1116.0,43.0,7.37
186.0,1629,9.0,2021.0,1,797236.0,2819.0,75262.0,20.0,1088.0,1108.0,3.0,82.06800000000001
187.0,1393,9.0,2019.0,0,780464.0,27807.0,13210.0,96.0,3358.0,1085.0,38.0,28.07
188.0,944,9.0,2021.0,0,780387.0,48470.0,17428.0,199.0,4992.0,1085.0,67.0,16.1
189.0,1752,9.0,2021.0,0,773629.0,34980.0,7218.0,205.2,2876.0,1075.0,48.0,22.12
190.0,1592,9.0,2017.8,0,771537.0,11840.0,9073.0,32.0,740.0,1073.0,16.0,65.16
191.0,647,9.0,2018.6,0,768736.0,22574.0,12838.0,83.0,5215.0,1069.0,31.0,34.05
192.0,1206,5.4,2021.0,0,766623.0,19695.0,23671.0,217.6,1899.0,1066.0,18.0,57.84
193.0,1723,9.0,2019.0,0,746891.0,64193.0,25622.8,188.0,11002.0,1038.0,40.2,11.64
194.0,42,9.0,2021.0,0,745192.0,35062.0,22243.0,87.0,2408.0,1036.0,47.4,21.25
195.0,1093,4.8,2021.0,0,737223.0,4706.0,6181.0,33.0,200.0,1025.0,6.0,156.66
196.0,1393,9.0,2021.0,0,723182.0,29526.0,56083.0,345.0,11026.0,3989.2,41.0,24.49
197.0,1938,9.0,2021.0,1,723003.0,75333.0,8659.0,225.0,6892.0,1005.0,104.0,9.6
198.0,930,9.0,2021.0,0,720893.0,12763.0,30857.2,148.8,1649.0,1002.0,17.0,56.48
199.0,637,9.0,2021.0,0,712712.0,17637.0,88018.0,80.0,3711.0,991.0,24.0,40.41
200.0,1393,9.0,2019.2,0,704446.0,9982.0,30075.0,93.0,2733.0,979.0,13.0,70.57
1.0,1393,10.0,2021.0,0,217994303.0,2945069.0,715797.0,6420.0,376011.0,293397.0,3963.0,74.02
2.0,898,10.0,2021.0,1,27729637.8,2489811.0,2364918.0,4726.6,185819.0,280719.0,3351.0,83.77
3.0,688,6.2,2019.4,0,8889501.2,1813736.0,466495.0,3903.2,126104.0,184299.0,2441.0,75.5
4.0,431,10.0,2021.0,0,98815597.0,701658.0,1636441.0,1895.0,28006.2,132995.0,944.0,140.83
5.0,1393,10.0,2021.0,1,87344597.0,854247.8,460974.0,9893.0,132349.0,117556.0,3618.0,32.49
6.0,284,10.0,2021.0,0,70180423.0,956368.0,655467.0,2555.0,97136.0,94455.0,1287.0,73.38
7.0,1061,7.8,2021.0,0,67619774.0,1968173.0,757774.0,4799.0,247477.0,91009.0,2648.0,34.36
8.0,1907,6.8,2021.0,0,64164553.0,2715437.0,261799.0,5597.0,60296.6,86358.0,3654.0,23.63
9.0,65,6.8,2021.0,0,59167820.0,3259366.0,276142.0,1441.8,60296.6,79633.0,4386.0,18.15
10.0,613,10.0,2020.0,0,58780907.0,3799080.0,287301.0,9757.0,359321.0,79112.0,5113.0,15.47
11.0,531,8.4,2020.8,0,56575841.0,1099509.0,362051.0,4767.0,104675.0,76145.0,879.8,51.46
12.0,223,10.0,2021.0,0,50980911.0,2397748.0,211555.0,7146.0,135394.0,68614.0,3227.0,21.26
13.0,1539,10.0,2021.0,0,30233839.0,41960.0,1074869.0,1224.0,7450.0,40691.0,56.0,720.54
14.0,358,10.0,2021.0,0,25103532.0,1615849.0,106217.0,985.4,125179.0,33786.0,2174.0,15.54
15.0,1098,10.0,2021.0,0,20440544.0,856313.0,144613.0,1787.0,46261.0,27510.0,450.0,23.87
16.0,737,10.0,2020.2,0,19705900.0,151526.0,101280.0,764.0,11772.0,4570.6,203.0,130.05
17.0,399,10.0,2021.0,0,1439087.8,452581.0,80134.0,1281.0,21636.0,26301.0,609.0,43.18
18.0,1509,10.0,2021.0,0,1120418.4,80425.0,75847.0,198.0,4466.0,24587.0,108.0,227.15
19.0,1393,10.0,2021.0,0,15471617.0,622033.0,218357.0,1049.6,80553.0,20823.0,472.8,24.87
20.0,1553,10.0,2021.0,0,14453179.0,94678.0,208405.0,451.0,9600.0,19452.0,127.0,152.66
21.0,1418,10.0,2021.0,0,3661214.8,720940.0,131916.0,975.2,113324.0,19275.0,970.0,19.87
22.0,1228,10.0,2021.0,0,13766314.0,185833.0,231491.0,3098.0,9193.0,18528.0,250.0,74.08
58.8,22,6.0,2020.6,0,13271076.0,76611.0,37272.0,274.0,5411.0,3892.2,201.0,88.66
24.0,646,10.0,2021.0,0,13070065.0,788821.0,571044.0,2438.0,70205.0,17590.0,1061.0,16.57
25.0,1991,10.0,2021.0,0,12460845.0,734448.0,69666.8,3233.0,37297.0,16770.0,988.0,16.97
26.0,495,10.0,2021.0,0,12255478.0,466871.0,51146.2,1687.0,22173.0,16494.0,628.0,26.25
27.0,1414,10.0,2019.8,0,11922623.0,397234.0,999409.0,1037.0,71662.0,16046.0,534.0,30.01
86.8,1393,10.0,2021.0,0,11110498.0,172111.0,62694.0,678.0,5465.0,14953.0,231.0,64.55
29.0,550,7.0,2021.0,0,10644203.0,404645.0,215061.0,2710.0,34485.0,14325.0,544.0,26.31
30.0,1830,10.0,2021.0,0,9926370.0,553131.0,62293.0,1312.0,66372.0,13359.0,744.0,17.95
31.0,1393,10.0,2021.0,0,9397014.0,147407.0,55640.0,453.0,16767.0,12647.0,198.0,63.75
32.0,75,8.0,2020.2,0,9217095.0,569722.0,35758.0,1115.6,54004.0,12405.0,766.0,18.974
33.0,1210,7.2,2021.0,0,8826257.0,468261.0,138684.0,1005.0,27517.0,11879.0,630.0,18.85
34.0,124,10.0,2021.0,0,3944760.4,232032.0,336966.0,5035.0,51930.0,10956.0,312.0,35.08
35.0,579,10.0,2021.0,1,8136478.0,462891.0,33885.0,1460.0,27871.0,10950.0,623.0,17.58
36.0,1199,10.0,2021.0,0,3062785.6,527637.0,24865.0,1495.0,22671.6,10787.0,710.0,15.19
37.0,1173,10.0,2021.0,0,7997347.0,124954.0,27765.8,427.0,6518.0,10763.0,168.0,64.0
38.0,1243,10.0,2021.0,0,7525698.0,508808.0,40501.0,3699.0,96685.0,10128.0,684.0,14.79
39.0,381,10.0,2021.0,0,7418269.0,631194.0,47109.0,1881.0,46976.0,9984.0,849.0,11.75
40.0,1116,10.0,2021.0,0,7088474.0,587377.0,40443.0,1846.0,40905.0,9540.0,790.0,17.998
41.0,205,10.0,2021.0,1,6380936.0,2563031.0,48003.0,7187.0,188713.0,8588.0,3449.0,2.49
62.8,1707,10.0,2021.0,0,6330410.0,78836.0,240871.0,1337.0,14346.0,8520.0,106.0,80.3
98.6,1672,10.0,2021.0,1,6317689.0,174768.0,77349.0,553.0,13149.0,4780.6,235.0,36.15
44.0,1393,10.0,2021.0,0,5644041.0,227141.0,29377.0,769.0,16815.0,7596.0,305.0,28.462
45.0,636,10.0,2021.0,0,2050010.0,225346.0,94227.0,637.0,17471.0,7576.0,303.0,24.98
46.0,245,7.2,2021.0,0,5422599.0,51694.0,70446.0,146.0,4993.0,7298.0,69.0,62.388
47.0,337,10.0,2021.0,0,5371501.0,30328.0,164376.0,731.0,4246.0,7229.0,40.0,177.11
48.0,1646,10.0,2021.0,0,4820425.0,133241.0,127533.0,2905.0,18215.0,6487.0,160.2,36.18
49.0,971,7.0,2021.0,0,1556502.4,72411.0,64986.0,191.0,5541.0,6429.0,97.0,65.97
50.0,1441,10.0,2021.0,0,4644039.0,167122.0,19292.0,455.2,12854.0,3318.4,161.0,27.79
51.0,1990,10.0,2021.0,0,2602935.2,76615.6,26327.0,452.0,8089.0,6038.0,180.0,33.44
52.0,1046,10.0,2021.0,0,4455023.0,170269.0,45108.4,1855.0,15986.0,5995.0,229.0,26.16
53.0,1572,10.0,2021.0,0,4271515.0,47411.0,30494.0,101.0,3312.0,1096.2,63.0,30.052
54.0,1289,10.0,2021.0,0,4197311.0,74072.0,28257.0,249.0,9738.2,5649.0,99.0,40.036
72.6,542,10.0,2021.0,0,4182551.0,117232.0,284099.0,714.6,29287.0,5629.0,157.0,35.68
56.0,32,10.0,2021.0,0,4090805.0,39630.0,106880.0,1151.0,6617.0,5505.0,53.0,103.22
57.0,189,10.0,2021.0,0,2138872.0,82301.0,57919.0,225.0,16749.0,5422.0,110.0,48.95
58.0,256,10.0,2021.0,0,4013335.0,58870.0,56737.0,238.0,9330.0,5401.0,79.0,68.17
59.0,53,10.0,2021.0,0,3924174.0,93048.0,95616.0,338.0,23806.0,5281.0,125.0,42.17
60.0,1462,10.0,2021.0,1,3918984.0,230438.0,35156.0,641.0,21802.0,5274.0,310.0,17.01
61.0,1393,10.0,2021.0,0,3802621.0,41273.0,189161.0,212.8,9121.0,5117.0,55.0,92.13
62.0,57,10.0,2021.0,1,1565069.6,108721.0,38316.0,584.0,13489.0,4978.0,146.0,34.02
63.0,1004,10.0,2021.0,1,3575052.0,50363.0,106269.0,423.4,6210.0,4811.0,67.0,37.523999999999994
41.2,211,10.0,2021.0,0,3265935.0,736546.0,53516.4,2067.0,56412.0,4395.0,991.0,4.43
65.0,812,10.0,2021.0,0,3420998.2,46734.0,160318.6,334.0,6870.0,4024.2,62.0,69.33
66.0,347,10.0,2021.0,0,3200092.0,173044.0,12042.0,442.0,14568.2,4306.0,232.0,18.49
67.0,747,10.0,2021.0,0,3161746.0,21590.0,34286.0,68.0,742.0,4255.0,84.8,66.58200000000001
68.0,633,10.0,2019.6,0,1441348.0,403390.0,82554.0,482.0,56832.0,4230.0,542.0,7.79
69.0,96,10.0,2021.0,0,3106705.0,66119.0,28669.6,176.0,5052.0,4181.0,88.0,26.02
70.0,1393,10.0,2021.0,0,3100544.0,210112.0,33983.4,823.0,22732.0,4173.0,282.0,14.76
71.0,1993,10.0,2021.0,0,3048721.0,108335.8,133378.4,888.0,3541.0,4103.0,83.0,49.37
72.0,1309,10.0,2021.0,1,608700.2,45285.0,31659.0,90.0,2609.0,3987.0,60.0,65.43
122.6,1909,10.0,2021.0,0,2896931.0,95304.0,57270.0,324.0,10025.0,3898.0,128.0,30.4
121.4,1665,10.0,2021.0,1,2883921.0,14554.6,96722.0,119.0,2507.0,3881.0,31.0,125.09
75.0,1861,10.0,2018.8,0,2796026.0,77551.0,42145.0,152.0,3573.0,3763.0,104.0,36.05
76.0,149,10.0,2021.0,0,2775828.0,114381.0,17187.0,252.0,5785.0,3735.0,153.0,24.27
77.0,1393,10.0,2021.0,0,2771140.0,50792.0,99069.0,361.0,6359.0,3729.0,68.0,54.56
78.0,1923,10.0,2021.0,1,748395.0,13709.0,29197.0,43.0,1064.0,955.4,18.0,201.06
79.0,461,10.0,2021.0,0,2610488.0,81225.0,214433.0,398.0,7781.0,3513.0,109.0,32.14
80.0,482,10.0,2021.0,1,2570803.0,54230.0,67337.0,450.0,4761.0,1980.0,72.0,47.41
81.0,791,10.0,2021.0,0,2564151.0,54201.0,22902.0,205.0,2999.0,3451.0,72.0,47.31
82.0,1281,10.0,2021.0,0,2549342.0,118809.0,16031.0,279.0,9430.0,3431.0,159.0,21.46
83.0,1393,10.0,2021.0,0,2484523.0,97914.0,10543.0,321.0,8118.0,3343.0,131.0,25.37
84.0,1373,10.0,2021.0,0,2442580.0,228596.0,30356.0,568.0,19504.0,3287.0,307.0,10.69
85.0,599,10.0,2021.0,0,2247398.0,35872.0,46835.0,107.0,6722.0,3024.0,48.0,43.45
86.0,622,10.0,2021.0,0,2221916.0,14458.0,19281.0,45.0,862.0,2990.0,19.0,153.68
87.0,172,10.0,2021.0,0,2156927.0,36865.0,101002.0,104.0,7364.0,2902.0,66.8,58.51
88.0,1393,10.0,2020.4,0,2127690.0,163632.0,20826.0,688.0,11319.0,2863.0,220.0,13.0
89.0,29,10.0,2021.0,1,2094576.0,41177.0,29444.0,236.6,3367.0,2819.0,55.0,50.87
90.0,1619,6.2,2021.0,0,2081921.0,34705.0,48491.0,101.0,3524.0,2802.0,46.0,59.99
91.0,994,10.0,2021.0,0,2055585.0,18830.0,93401.0,859.0,4314.0,2766.0,25.0,109.17
92.0,1393,10.0,2021.0,0,2047909.0,38608.0,36931.0,102.0,3381.0,2756.0,51.0,53.04
93.0,332,10.0,2021.0,0,2040724.0,123151.0,18879.0,282.0,13070.0,2746.0,165.0,16.57
94.0,1055,10.0,2021.0,0,2025038.0,16375.0,5785.0,37.0,293.0,2725.0,22.0,123.67
95.0,1852,10.0,2021.0,0,2004600.0,22519.0,43463.0,161.0,4778.6,2697.0,30.0,89.02
96.0,1402,10.0,2021.0,0,2000601.0,36315.0,83635.0,321.0,4821.0,2692.0,28.0,93.96
97.0,959,10.0,2021.0,0,1857113.0,197555.0,18795.0,730.0,19053.0,2499.0,265.0,9.4
98.0,903,10.0,2021.0,0,1838070.0,19246.0,23295.0,56.0,1596.0,1833.4,44.4,50.285999999999994
99.0,1457,10.0,2021.0,0,1772154.0,105048.0,46734.2,202.0,4359.0,2385.0,141.0,16.87
100.0,2040,10.0,2021.0,0,1766303.0,185162.0,12562.0,456.0,29739.0,2377.0,249.0,9.54
101.0,316,10.0,2021.0,0,1192655.8,81004.4,90207.0,350.0,18784.0,2343.0,159.0,31.58
102.0,1822,10.0,2021.0,0,1719924.0,96544.0,15983.0,279.0,3910.0,2314.0,129.0,17.81
103.0,1393,10.0,2021.0,0,1719684.0,65164.0,12134.0,325.0,6159.0,2314.0,87.0,26.39
104.0,1786,8.4,2020.2,0,1676529.0,85176.0,56717.0,216.0,12887.0,2256.0,114.0,19.68
105.0,1558,10.0,2021.0,0,1235088.2,39147.4,45964.0,205.0,9024.4,2232.0,45.0,49.29
106.0,373,10.0,2021.0,0,1141328.8,93397.0,57275.0,950.0,10842.4,2209.0,125.0,17.57
107.0,304,10.0,2021.0,0,1625324.0,56447.0,13342.0,120.0,1628.0,2187.0,75.0,28.79
108.0,977,10.0,2021.0,0,1605498.0,55260.0,10163.0,97.2,2549.0,2160.0,74.0,29.05
109.0,1393,10.0,2021.0,0,1215192.4,48389.0,200432.0,165.0,8688.0,2067.0,65.0,31.74
110.0,329,10.0,2021.0,0,1527880.0,59712.0,21504.0,158.0,6467.0,2056.0,80.0,25.59
111.0,1943,10.0,2021.0,0,1516360.0,114141.0,22379.0,280.0,8483.0,3695.2,153.0,13.28
112.0,492,10.0,2021.0,0,1507773.0,12235.6,23775.0,74.0,1126.0,2029.0,25.0,80.47
113.0,1694,10.0,2020.0,0,1495496.0,43612.0,19707.0,127.0,5567.0,2012.0,58.0,34.29
114.0,1209,10.0,2021.0,0,1494956.0,102565.0,41900.2,255.0,6314.0,2012.0,138.0,34.704
115.0,822,10.0,2021.0,0,1475329.0,50050.0,37745.0,384.0,11603.0,1985.0,67.0,29.48
116.0,899,10.0,2021.0,0,1475302.0,85426.0,41900.2,229.0,6121.0,1985.0,114.0,17.27
117.0,1393,10.0,2021.0,0,1420965.0,44361.0,15509.0,145.0,9405.0,1912.0,59.0,32.03
118.0,1213,10.0,2021.0,0,1406043.0,83511.0,8848.0,220.0,8555.2,1892.0,112.0,16.84
119.0,1713,10.0,2021.0,0,1391644.0,80704.0,46536.0,218.0,5540.0,1873.0,108.0,17.24
118.2,1393,10.0,2021.0,0,1380906.0,42600.0,10127.0,211.0,5590.0,1858.0,57.0,32.42
121.0,498,10.0,2021.0,0,1333494.0,43476.8,11030.0,166.0,6560.2,1794.0,67.0,26.54
122.0,519,10.0,2021.0,0,1318991.0,87376.0,23047.0,616.0,11147.0,1775.0,117.0,15.1
123.0,1393,10.0,2021.0,0,1293465.0,49026.0,5975.0,134.0,3220.0,1740.0,65.0,26.38
124.0,1940,10.0,2021.0,0,1284239.0,30449.0,18554.0,80.0,1448.0,1508.8,40.0,42.18
125.0,638,10.0,2021.0,0,1280243.0,34100.6,41414.0,187.0,18210.0,1723.0,66.0,25.79
126.0,1678,10.0,2021.0,0,1270109.0,58820.0,16529.0,135.0,5916.0,1709.0,79.0,21.59
127.0,1577,10.0,2019.0,1,1247692.0,112081.0,26219.0,283.0,15883.0,1679.0,150.0,11.13
128.0,1393,10.0,2021.0,0,1222816.0,23373.0,14032.0,61.0,2044.0,1645.0,31.0,52.32
129.0,41,10.0,2021.0,0,1204512.0,31841.0,27997.0,240.0,4350.0,1621.0,42.0,37.83
130.0,936,10.0,2021.0,0,1173283.0,71949.0,6725.0,300.0,4452.0,1579.0,96.0,16.31
122.2,929,10.0,2021.0,0,1154983.0,39294.0,29400.0,176.0,1851.0,1554.0,52.0,40.919999999999995
132.0,2025,10.0,2021.0,0,1114949.0,24956.0,8511.0,104.8,2519.0,1500.0,33.0,44.68
133.0,1925,10.0,2021.0,0,1103915.0,45808.6,28646.0,372.0,15407.0,1485.0,77.0,19.07
134.0,2039,10.0,2021.0,0,737758.4,68965.0,19921.8,620.0,4884.0,1481.0,92.0,15.96
135.0,43,10.0,2021.0,0,1067814.0,60117.0,19771.0,308.0,10354.0,1437.0,80.0,17.76
136.0,640,10.0,2021.0,0,1042229.0,24395.0,26988.0,118.0,4455.0,1402.0,32.0,42.72
137.0,833,10.0,2021.0,0,1036929.0,34764.8,98218.0,294.0,2117.0,1395.0,13.0,33.092000000000006
138.0,216,10.0,2021.0,1,1025421.0,168164.0,35172.0,405.0,14006.0,1380.0,226.0,6.1
139.0,71,10.0,2021.0,0,1020021.0,96310.6,8621.0,427.0,13549.0,1372.0,229.0,5.98
140.0,705,10.0,2021.0,0,1018462.0,35398.0,24955.0,152.0,4523.0,1370.0,47.0,28.77
141.0,500,10.0,2021.0,0,1001108.0,109627.0,10989.0,441.0,12057.0,1347.0,147.0,9.13
142.0,1310,10.0,2019.8,1,996362.0,16320.0,53561.0,231.0,12354.0,1340.0,21.0,61.05
134.8,1393,10.0,2021.0,1,981726.0,33853.0,39843.2,102.0,2447.0,1321.0,45.0,29.0
144.0,4,10.0,2021.0,0,971803.0,96589.0,9631.0,237.0,7697.0,1307.0,129.0,10.06
145.0,1958,10.0,2021.0,0,942707.0,17061.0,63747.0,87.0,4400.0,1889.4,45.0,55.26
104.6,1781,10.0,2019.2,0,938008.0,24365.0,24012.0,95.8,2771.0,1262.0,32.0,38.5
147.0,1468,10.0,2021.0,0,910252.0,43045.0,16234.0,136.0,4663.0,1225.0,57.0,21.15
148.0,1033,10.0,2021.0,0,909798.0,39893.0,16180.0,445.0,5129.0,1980.0,53.0,22.81
149.0,1645,10.0,2017.6,0,906841.0,16088.0,24902.0,69.0,1890.0,602.4,21.0,56.37
150.0,1813,10.0,2021.0,0,897759.0,8513.0,14773.0,33.0,584.0,1208.0,11.0,105.46
151.0,974,10.0,2021.0,0,897605.0,75168.0,14126.0,175.0,6635.0,1208.0,101.0,17.645999999999997
152.0,779,5.8,2021.0,1,657508.0,34553.2,60203.0,176.0,3560.0,1205.0,22.0,54.09
153.0,913,10.0,2021.0,0,882897.0,45632.0,22830.2,167.0,1515.0,1188.0,61.0,19.35
154.0,1389,10.0,2021.0,0,874496.0,66653.0,18189.0,357.0,9731.0,3335.2,64.2,13.12
155.0,709,10.0,2021.0,0,861515.0,12996.0,11297.0,57.0,863.0,1159.0,17.0,66.29
156.0,1518,10.0,2021.0,0,854624.0,67062.0,6348.0,221.0,4768.0,1150.0,90.0,12.74
157.0,1272,10.0,2021.0,0,851570.0,24791.0,22243.0,121.0,2092.0,1146.0,33.0,34.35
158.0,766,10.0,2018.8,1,832957.0,67344.0,11344.0,171.0,8559.0,1121.0,90.0,12.37
159.0,1632,10.0,2021.0,0,829634.0,18525.0,8108.0,60.0,1813.0,1773.2,24.0,44.78
103.4,990,10.0,2018.8,0,828607.0,53184.4,37776.0,109.0,5405.0,1115.0,32.0,34.61
161.0,806,10.0,2021.0,0,826394.0,13237.0,57773.0,53.0,1434.0,1112.0,15.0,70.75
162.0,425,10.0,2021.0,0,822210.0,34080.0,8429.0,108.0,4616.0,1106.0,45.0,24.13
125.0,1381,10.0,2018.8,0,1111156.2,58004.0,63939.6,243.0,8381.0,1105.0,78.0,14.16
99.8,725,10.0,2021.0,0,814880.0,44741.0,85819.0,2626.0,9566.0,1096.0,60.0,18.21
165.0,1571,10.0,2021.0,0,814392.0,11345.0,23768.0,57.0,1049.0,1096.0,22.0,48.43
166.0,1867,6.2,2021.0,0,808086.0,7017.0,39241.0,37.0,3001.0,1087.0,9.0,115.16
167.0,608,10.0,2021.0,0,801613.0,49455.0,9279.0,159.0,5936.0,1078.0,62.6,16.21
168.0,702,10.0,2021.0,0,800311.0,43144.0,14261.0,139.0,2993.0,1077.0,58.0,18.55
169.0,1938,10.0,2021.0,0,791912.0,71648.0,10507.0,248.0,6621.0,1065.0,96.0,11.05
170.0,830,10.0,2021.0,0,790906.0,8650.0,30501.0,34.0,725.0,1064.0,11.0,91.43
171.0,851,10.0,2021.0,0,777903.0,59574.0,21224.0,358.0,8802.0,1738.6,80.0,13.06
172.0,879,10.0,2021.0,0,774203.0,20680.0,6032.0,120.6,1195.0,1041.0,27.0,37.44
173.0,1332,10.0,2021.0,0,430005.6,23324.6,9162.0,77.0,2432.0,1038.0,39.0,26.03
135.4,1823,10.0,2021.0,0,770673.0,12066.2,21789.0,50.0,2274.4,1037.0,18.0,54.91
175.0,902,10.0,2021.0,1,769414.0,19221.0,11606.0,87.0,1994.0,1035.0,26.0,39.24
115.6,1746,10.0,2021.0,0,762783.0,45024.0,25622.8,111.0,4670.0,1026.0,60.0,16.94
177.0,285,10.0,2021.0,0,760396.0,7008.0,96378.0,259.0,8310.2,1064.6,9.0,108.5
178.0,1683,10.0,2021.0,0,829008.4,101006.0,13737.0,369.0,11990.0,1018.0,135.0,7.49
179.0,1387,10.0,2021.0,1,751316.0,52152.0,16769.0,267.0,9222.0,1011.0,70.0,14.41
180.0,1190,10.0,2021.0,0,750777.0,25710.0,13404.0,159.0,3015.0,1010.0,34.0,29.2
181.0,269,10.0,2021.0,1,747788.0,22917.0,8787.0,88.0,1177.0,1006.0,30.0,32.63
182.0,419,10.0,2021.0,0,741679.0,25205.0,6248.0,106.0,1496.0,998.0,33.0,29.43
183.0,1610,10.0,2021.0,0,734768.0,15806.0,8680.0,47.0,1054.0,988.0,21.0,46.49
184.0,1191,10.0,2021.0,0,723241.0,42925.0,19831.0,213.6,12360.0,973.0,57.0,16.85
185.0,1361,8.8,2021.0,0,719663.0,24993.0,19499.8,89.0,3179.0,796.4,33.0,28.79
186.0,647,10.0,2021.0,0,719227.0,19505.0,31662.0,75.0,4215.0,968.0,26.0,36.87
187.0,187,10.0,2021.0,0,891779.4,65626.0,7093.0,234.0,8452.0,1141.0,88.0,10.87
188.0,1606,10.0,2021.0,0,700887.0,7154.8,48874.0,38.0,369.0,763.4,7.2,180.64
